Generation: 0

| chromosome                                                                                                                                                                                                                                           | train   | val   |     fitness |   id | parents      |
| [0.0, -8.003406981225704e-13, -2.4635491478350217e-13, 3.128592720559577e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 3.071927607188097e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   14 | (5, 0)       | 5.45822e+10 | 2.36147e+11 | 1.45365e+11 |
| [0.0, -8.221715697498768e-13, -2.4635491478350217e-13, 3.128592720559577e-11, 8.574315909055155e-12, -1.5871704901592878e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0985177747333236e-06, -1.849691592333827e-08, 9.82789572938636e-10] |    0 | (None, None) | 2.75277e+11 | 1.97137e+11 | 2.36207e+11 |

Generation: 2

| chromosome                                                                                                                                                                                                                                           |   id | parents      |       train |         val |     fitness |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|--------------|-------------|-------------|-------------|
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |    1 | (None, None) | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.4635491478350217e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   21 | (15, 1)      | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0163203182548814e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   20 | (11, 15)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.27183488299414e-13, -2.429038556248874e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]     |   23 | (16, 15)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.257811909622094e-13, -2.429038556248874e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0161990351861128e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   24 | (15, 16)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.221715697498768e-13, -2.415350743370014e-13, 3.055694950237002e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   22 | (13, 17)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9798570099098597e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]     |   18 | (15, 16)     | 7.56964e+10 | 1.31473e+11 | 1.03585e+11 |
| [0.0, -8.221715697498768e-13, -2.4635491478350217e-13, 3.128592720559577e-11, 1.2924982503735499e-11, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.88251913774354e-08, 9.82789572938636e-10] |   11 | (0, 0)       | 1.4081e+11  | 1.24073e+11 | 1.32442e+11 |
| [0.0, -8.257811909622094e-13, -2.429038556248874e-13, 3.0751918214616e-11, 2.17659904747195e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.8153959132348377e-08, 9.82789572938636e-10]    |   25 | (15, 16)     | 4.90202e+10 | 2.27168e+11 | 1.38094e+11 |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.128592720559577e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.8988610481805463e-08, 9.82789572938636e-10] |   19 | (17, 11)     | 1.89464e+11 | 1.49406e+11 | 1.69435e+11 |

Generation: 3

| chromosome                                                                                                                                                                                                                                           |   id | parents      |       train |         val |     fitness |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|--------------|-------------|-------------|-------------|
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |    1 | (None, None) | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.4635491478350217e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   21 | (15, 1)      | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   27 | (1, 1)       | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.4096310426825826e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10] |   32 | (21, 22)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.257811909622094e-13, -2.429038556248874e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   28 | (24, 23)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0163203182548814e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   30 | (24, 20)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.27183488299414e-13, -2.519237598726266e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]     |   33 | (1, 23)      | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.415350743370014e-13, 3.055694950237002e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   29 | (20, 22)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.4635491478350217e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.116198758930283e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   31 | (21, 23)     | 4.13754e+11 | 3.40462e+11 | 3.77108e+11 |
| [0.0, -8.221715697498768e-13, -2.4635491478350217e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.1495194869214635e-06, -1.791582827920282e-08, 9.82789572938636e-10]  |   26 | (21, 22)     | 5.05443e+11 | 4.16335e+11 | 4.60889e+11 |

Generation: 4

| chromosome                                                                                                                                                                                                                                           |   id | parents      |       train |         val |     fitness |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|--------------|-------------|-------------|-------------|
| [0.0, -8.104221152656561e-13, -2.4635491478350217e-13, 3.091776046056934e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   21 | (15, 1)      | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |    1 | (None, None) | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.4635491478350217e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10] |   35 | (21, 32)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]   |   36 | (27, 21)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.4096310426825826e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10] |   39 | (32, 21)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0163203182548814e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   38 | (1, 30)      | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.4635491478350217e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5222401248995723e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   34 | (21, 21)     | 7.46977e+10 | 1.32474e+11 | 1.03586e+11 |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0163203182548814e-15, 2.9825744020599857e-05, -2.05204788006546e-06, -1.849691592333827e-08, 9.82789572938636e-10]      |   40 | (30, 30)     | 3.63073e+10 | 2.37432e+11 | 1.3687e+11  |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -1.991543827217774e-06, -1.8323982359221085e-08, 9.82789572938636e-10]    |   37 | (30, 27)     | 3.90038e+11 | 1.59363e+12 | 9.91832e+11 |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 1.0576442110869116e-09]   |   41 | (21, 30)     | 2.00937e+12 | 5.50985e+12 | 3.75961e+12 |

Generation: 5

| chromosome                                                                                                                                                                                                                                            |   id | parents      |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|--------------|-------------|-------------|-------------|
| [0.0, -8.104221152656561e-13, -2.4635491478350217e-13, 3.091776046056934e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]   |   21 | (15, 1)      | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.104221152656561e-13, -2.4096310426825826e-13, 3.091776046056934e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]   |   44 | (39, 21)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.0751918214616e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.0163203182548814e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]     |   42 | (38, 21)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]   |   43 | (1, 36)      | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   46 | (36, 36)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.4635491478350217e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0163203182548814e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   47 | (38, 35)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   48 | (36, 36)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.3598386045479985e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   49 | (35, 38)     | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.7890766039252677e-08, 9.82789572938636e-10]  |    1 | (None, None) | 6.04614e+10 | 3.58524e+11 | 2.09493e+11 |
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 1.0630052706846519e-09] |   45 | (39, 1)      | 2.34314e+12 | 6.26418e+12 | 4.30366e+12 |

Generation: 6

| chromosome                                                                                                                                                                                                                                            |   id | parents   |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -8.104221152656561e-13, -2.4635491478350217e-13, 3.1857911726261524e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   21 | (15, 1)   | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.104221152656561e-13, -2.4096310426825826e-13, 3.091776046056934e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]   |   44 | (39, 21)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.519237598726266e-13, 3.091776046056934e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   52 | (42, 46)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.104221152656561e-13, -2.4096310426825826e-13, 3.091776046056934e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]   |   57 | (44, 42)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.0751918214616e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.0255724209961382e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]     |   54 | (42, 42)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0094793796676607e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]   |   50 | (46, 43)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.082184287623674e-13, -2.519237598726266e-13, 3.091776046056934e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.0163203182548814e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]   |   55 | (47, 46)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.519237598726266e-13, 3.0751918214616e-11, 8.574315909055155e-12, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]      |   56 | (46, 42)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.181736197386497e-13, -2.429038556248874e-13, 3.0751918214616e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 3.041061698389039e-05, -2.1089684877310447e-06, -1.849691592333827e-08, 9.82789572938636e-10]       |   51 | (21, 42)  | 2.44038e+11 | 1.66522e+11 | 2.0528e+11  |
| [0.0, -8.181736197386497e-13, -2.5575110933239907e-13, 3.091776046056934e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.0163203182548814e-15, 2.9915579188107408e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 8.895311332719483e-10] |   53 | (47, 21)  | 4.70916e+12 | 6.77165e+12 | 5.74041e+12 |

Generation: 7

| chromosome                                                                                                                                                                                                                                            |   id | parents   |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -8.104221152656561e-13, -2.4635491478350217e-13, 3.1857911726261524e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   21 | (15, 1)   | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.104221152656561e-13, -2.4635491478350217e-13, 3.1857911726261524e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]  |   64 | (21, 52)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.104221152656561e-13, -2.429038556248874e-13, 3.157977600296714e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.0255724209961382e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]   |   60 | (44, 54)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.104221152656561e-13, -2.4096310426825826e-13, 3.091776046056934e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]   |   44 | (39, 21)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
| [0.0, -8.104221152656561e-13, -2.519237598726266e-13, 3.091776046056934e-11, 1.776248628275733e-11, -1.5197500964632639e-15, 1.010992100628454e-15, 2.9825744020599857e-05, -2.0702132743603708e-06, -1.849691592333827e-08, 9.82789572938636e-10]    |   61 | (52, 57)  | 7.42054e+10 | 1.32866e+11 | 1.03536e+11 |
