Generation: 0

| chromosome                                                                                                                                                                                                                                              | train   | val   |     fitness |   id | parents      |
| [0.0, -7.619127048053891e-13, -2.5120334204275116e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9847060211606223e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   27 | (25, 24)  | 3.60032e+10 | 1.4092e+11  | 9.8953e+10  |
| [0.0, -7.523455649235711e-13, -2.472808459399678e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.9337783026452043e-08, 9.827671833722739e-10] |   12 | (4, 4)    | 3.03932e+10 | 1.55537e+11 | 1.0548e+11  |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3985888231306985e-11, 1.0821316019511363e-10, -1.4572017038094365e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.001548170726959e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   31 | (24, 12)  | 1.74514e+10 | 2.20253e+11 | 1.39133e+11 |
| [0.0, -7.619127048053891e-13, -2.4313170662065044e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 1.0152322962131865e-09] |   32 | (24, 10)  | 2.78346e+11 | 1.25314e+12 | 8.63223e+11 |

Generation: 4

| chromosome                                                                                                                                                                                                                                             |   id | parents   |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -7.602982060789769e-13, -2.541808963712291e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   23 | (12, 12)  | 5.13401e+10 | 1.22388e+11 | 9.39686e+10 |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   36 | (29, 23)  | 5.13401e+10 | 1.22388e+11 | 9.39686e+10 |
| [0.0, -7.619127048053891e-13, -2.5120334204275116e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.010095607559168e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.825585823029691e-10]    |   40 | (33, 33)  | 4.88856e+10 | 1.24053e+11 | 9.3986e+10  |
| [0.0, -7.619127048053891e-13, -2.5185351391534287e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.825585823029691e-10]   |   41 | (33, 28)  | 4.88856e+10 | 1.24053e+11 | 9.3986e+10  |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0046300258130546e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   37 | (29, 26)  | 4.73285e+10 | 1.25595e+11 | 9.42886e+10 |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   39 | (28, 29)  | 4.73285e+10 | 1.25595e+11 | 9.42886e+10 |
| [0.0, -7.619127048053891e-13, -2.5185351391534287e-13, 3.3985888231306985e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9411930573081033e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.825585823029691e-10] |   38 | (28, 33)  | 6.3443e+10  | 1.16479e+11 | 9.52649e+10 |
| [0.0, -7.619127048053891e-13, -2.616132274271026e-13, 3.3985888231306985e-11, 1.1191185969671703e-10, -1.4572017038094365e-15, 1.0003920104561844e-15, 2.9335882231464833e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   26 | (12, 24)  | 6.93475e+10 | 1.15302e+11 | 9.692e+10   |
| [0.0, -7.619127048053891e-13, -2.5120334204275116e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.010095607559168e-15, 2.96252824836485e-05, -2.04741037277193e-06, -1.95108132472524e-08, 9.825585823029691e-10]      |   34 | (33, 33)  | 1.97925e+11 | 1.68884e+11 | 1.80501e+11 |
| [0.0, -7.619127048053891e-13, -2.616132274271026e-13, 3.3548402866077487e-11, 1.1191185969671703e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.9511381421789e-08, 8.990809201784439e-10]     |   35 | (29, 26)  | 3.84343e+12 | 5.50663e+12 | 4.84135e+12 |

Generation: 5

| chromosome                                                                                                                                                                                                                                             |   id | parents   |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3408968954084364e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0064320548812164e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   36 | (29, 23)  | 5.13401e+10 | 1.22388e+11 | 9.39686e+10 |
| [0.0, -7.602982060789769e-13, -2.541808963712291e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   23 | (12, 12)  | 5.13401e+10 | 1.22388e+11 | 9.39686e+10 |
| [0.0, -7.602982060789769e-13, -2.6168058622556336e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   49 | (23, 36)  | 5.13401e+10 | 1.22388e+11 | 9.39686e+10 |
| [0.0, -7.619127048053891e-13, -2.5120334204275116e-13, 3.3859908935684225e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.010095607559168e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.825585823029691e-10]    |   42 | (40, 39)  | 4.88856e+10 | 1.24053e+11 | 9.3986e+10  |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.1549280143745195e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   46 | (39, 23)  | 4.73285e+10 | 1.25595e+11 | 9.42886e+10 |
| [0.0, -7.619127048053891e-13, -2.5185351391534287e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   45 | (41, 39)  | 4.73285e+10 | 1.25595e+11 | 9.42886e+10 |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0029701192194836e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   47 | (39, 37)  | 4.73285e+10 | 1.25595e+11 | 9.42886e+10 |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0046300258130546e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   48 | (37, 36)  | 4.73285e+10 | 1.25595e+11 | 9.42886e+10 |
| [0.0, -7.545877795921933e-13, -2.5283522517031937e-13, 3.3548402866077487e-11, 1.0694757799740348e-10, -1.4134900316492447e-15, 1.010095607559168e-15, 2.9246289769727643e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   44 | (40, 37)  | 6.60312e+10 | 1.1783e+11  | 9.71104e+10 |
| [0.0, -7.602982060789769e-13, -2.541808963712291e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 9.997447901742922e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.889005642076525e-10]   |   43 | (39, 23)  | 2.01085e+10 | 1.94966e+11 | 1.25023e+11 |

Generation: 6

| chromosome                                                                                                                                                                                                                                               |   id | parents   |       train |         val |     fitness |
|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0064320548812164e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   53 | (36, 46)  | 5.13401e+10 | 1.22388e+11 | 9.39686e+10 |
| [0.0, -7.602982060789769e-13, -2.6168058622556336e-13, 3.3408968954084364e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   50 | (36, 49)  | 5.13401e+10 | 1.22388e+11 | 9.39686e+10 |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   51 | (45, 49)  | 5.13401e+10 | 1.22388e+11 | 9.39686e+10 |
| [0.0, -7.602982060789769e-13, -2.482783675546718e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]    |   23 | (12, 12)  | 5.13401e+10 | 1.22388e+11 | 9.39686e+10 |
| [0.0, -7.619127048053891e-13, -2.5185351391534287e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]     |   55 | (45, 45)  | 4.73285e+10 | 1.25595e+11 | 9.42886e+10 |
| [0.0, -7.643153304740714e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.96252824836485e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]     |   57 | (45, 46)  | 4.73285e+10 | 1.25595e+11 | 9.42886e+10 |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3408968954084364e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0064320548812164e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.990010085595239e-08, 9.827671833722739e-10]  |   36 | (29, 23)  | 1.40686e+11 | 1.28744e+11 | 1.33521e+11 |
| [0.0, -7.602982060789769e-13, -2.5120334204275116e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.95086036979303e-10]    |   56 | (49, 42)  | 2.31933e+10 | 3.33585e+11 | 2.09428e+11 |
| [0.0, -7.602982060789769e-13, -2.6168058622556336e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.8895261048660476e-08, 9.827671833722739e-10] |   54 | (49, 36)  | 2.9358e+10  | 3.41033e+11 | 2.16363e+11 |
| [0.0, -7.602982060789769e-13, -2.541808963712291e-13, 3.3408968954084364e-11, 1.0821316019511363e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.092433887877242e-06, -1.95108132472524e-08, 9.13403737422988e-10]      |   52 | (23, 23)  | 5.38746e+12 | 8.1626e+12  | 7.05255e+12 |

Generation: 7

| chromosome                                                                                                                                                                                                                                             |   id | parents   |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|-------------|-------------|-------------|
| [0.0, -7.619127048053891e-13, -2.4841359611956373e-13, 3.3408968954084364e-11, 1.1600638620433438e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.9059042742946868e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   58 | (50, 55)  | 9.21921e+10 | 1.17636e+11 | 1.07458e+11 |
